budget,genres,keywords,original_language,popularity,production_companies,release_date,runtime,title,vote_average,vote_count,castgrade,directorGrade,writerGrade,class
5000000,"['Comedy', 'Crime', 'Drama']","['prison visit', 'funeral director', 'funeral home', 'amateur theater', 'embezzlement', 'missing persons case', 'hidden corpse', 'estranged family member', 'jury trial', 'hick', 'stock broker', 'corpse in freezer', 'confession of crime', 'duringcreditsstinger']",en,12.685139999999999,"['Castle Rock Entertainment', 'Horsethief Pictures', 'Mandalay Vision', 'Wind Dancer Productions', 'Detour Filmproduction']",27/04/2012,100.0,Bernie,6.5,320,2.0,2.0,1.0,2.0
6000000,['Documentary'],"['dolphin', 'whale', 'killer whale', 'imax', '3d', 'manatee', 'conservation']",en,0.041651,"['3D Entertainment', 'Gavin McKinney Underwater Productions']",15/02/2008,42.0,Dolphins and Whales: Tribes of the Ocean,8.0,3,1.0,2.0,2.0,2.0
0,"['Drama', 'Romance']","['artist', 'success', 'relationship problems', 'alcoholism', 'independent film', 'falling in love']",en,8.483531,"['Fred Berner Films', 'Zeke Productions']",06/09/2000,122.0,Pollock,6.6,91,2.0,2.0,1.0,0.0
6000000,"['Comedy', 'Drama', 'Romance']","[""new year's eve"", 'independent film', 'relationship', 'woman director', 'lower east side']",en,3.5611980000000005,['Paramount Pictures'],26/02/1999,101.0,200 Cigarettes,6.1,44,1.0,2.0,2.0,1.0
6000000,"['Drama', 'Thriller']","['plagiarized book', 'stolen novel', 'plagiarized novel', 'aspiring writer']",en,14.988745999999999,"['CBS Films', 'Also Known As Pictures']",07/09/2012,96.0,The Words,6.4,379,2.0,2.0,1.0,3.0
0,"['Comedy', 'Western']","['mexico', 'organized crime', 'drug lord', 'padre', 'aftercreditsstinger', 'duringcreditsstinger']",en,5.754416,"['NALA Films', 'Gary Sanchez Productions', 'Lions Gate']",15/03/2012,84.0,Casa De Mi Padre,5.5,103,1.0,0.0,1.0,0.0
6000000,"['Drama', 'Comedy']","['secret', 'fetishism', 'stripper', 'family secrets', 'convict', 'chubby woman', 'extramarital affair']",en,6.497285,"['Lucky Monkey Pictures', 'CineSon Entertainment', 'Filmsmith Productions', 'Medici Entertainment', 'Gremi Film Production']",06/03/2009,104.0,City Island,6.9,113,1.0,2.0,2.0,1.0
6000000,"['Action', 'Comedy', 'Thriller', 'Crime']","['prostitute', 'blackmail', 'drug smuggle', 'rural ireland', 'dry humour']",en,19.411141,"['UK Film Council', 'Crescendo Productions', 'Element Pictures', 'Irish Film Board', 'Prescience', 'Reprisal Films', 'Aegis Film Fund']",07/07/2011,96.0,The Guard,6.8,372,2.0,2.0,1.0,4.0
7000000,['Comedy'],"['sexuality', 'college', 'girlfriend', 'vomit', 'celebration', 'fraternity', 'frat party']",en,7.034617999999999,['Metro-Goldwyn-Mayer (MGM)'],28/08/2008,94.0,College,4.8,48,0.0,0.0,1.0,0.0
6000000,"['Drama', 'Romance']","['michigan', '1970s', 'youth', 'family', 'woman director']",en,26.218912,['American Zoetrope'],21/04/1999,97.0,The Virgin Suicides,7.1,817,2.0,2.0,1.0,2.0
0,"['Comedy', 'Drama']","['parents kids relationship', 'voice', 'loneliness', 'independent film', 'singer', 'cowardliness', 'carrier pigeon']",en,4.647547,['Miramax Films'],05/11/1998,97.0,Little Voice,6.6,61,2.0,2.0,1.0,0.0
0,"['Comedy', 'Romance']","['sex', 'first time', 'virgin', 'road trip', 'playboy', 'duringcreditsstinger']",en,9.371534,['The Jacobson Company'],13/03/2009,89.0,Miss March,5.4,77,0.0,0.0,0.0,0.0
5500000,"['Drama', 'Comedy']","['jew', 'independent film', 'homeschooling', 'family', 'struggling actor']",en,15.015270999999998,"['Double Feature Films', 'Wild Bunch', 'Worldview Entertainment']",18/01/2014,120.0,Wish I Was Here,6.4,300,2.0,2.0,2.0,0.0
6000000,['Comedy'],"['restaurant', 'department store', 'kitchen', 'love', 'crab', 'chef', 'irresistible']",en,5.696491,"['New Regency Pictures', 'Taurus Film', 'Polar Entertainment Corporation']",05/02/1999,95.0,Simply Irresistible,5.5,52,0.0,0.0,0.0,0.0
0,"['Comedy', 'Music']","['transvestism', 'gay', 'sex', 'singer', 'transgender', 'glam rock', 'self identity', 'rock odyssey', 'reference to kant', 'military brat', 'restaurant chain', 'lgbt in the military', 'child molestation', 'theatrical manager']",en,4.25422,"['New Line Cinema', 'Killer Films']",20/07/2001,95.0,Hedwig and the Angry Inch,7.4,80,2.0,2.0,1.0,0.0
6000000,['Action'],[],en,5.411243,"['Davis Films', 'Freestone Pictures']",27/08/1993,99.0,Only the Strong,6.9,29,1.0,1.0,2.0,0.0
0,"['Mystery', 'Drama', 'Thriller', 'Horror']",[],en,1.273773,['Dalia Films'],31/08/2015,96.0,Goddess of Love,6.2,9,2.0,0.0,2.0,0.0
6000000,"['Drama', 'History']",[],en,6.27257,"['Lions Gate Films', 'Cruise/Wagner Productions', 'Baumgarten Merims Productions']",14/11/2003,94.0,Shattered Glass,6.6,111,2.0,2.0,2.0,0.0
6000000,"['Comedy', 'Crime', 'Thriller']","['murder', 'independent film', 'drug', 'dentist']",en,4.1482529999999995,['Numb Gums Production Inc.'],23/11/2001,95.0,Novocaine,6.0,44,0.0,0.0,1.0,0.0
0,"['Drama', 'Thriller']","['rape', 'sex', 'airport', 'authority', 'assistant', 'power', 'revenge', 'independent film', 'trust']",en,1.369649,"['i5 Films', 'Headquarters']",19/01/2001,84.0,The Business of Strangers,5.7,19,0.0,0.0,0.0,0.0
6244087,"['Adventure', 'Western']","['underdog', 'robbery', 'bounty hunter', 'texas', 'mexican revolution', 'friendship', 'honor', 'gang', 'shootout', 'soldier', 'steam locomotive', 'righteous rage']",en,14.970654000000001,['Warner Brothers/Seven Arts'],17/06/1969,145.0,The Wild Bunch,7.6,259,2.0,2.0,1.0,0.0
6000000,['Drama'],"['coming of age', 'marijuana', 'summer']",en,7.161051,"['SBK Pictures', 'Occupant Entertainment']",03/07/2008,99.0,The Wackness,6.2,94,2.0,2.0,2.0,0.0
6000000,"['Thriller', 'Adventure', 'Drama', 'Crime']","['public hanging', 'strongbox', 'gold theft', 'british history', 'historic figure', 'piano playing', 'eye patch', 'horse carriage', 'opening action scene', 'unwanted kiss']",en,12.434688000000001,"['United Artists', 'Starling Films']",25/01/1979,110.0,The First Great Train Robbery,6.6,74,2.0,2.0,1.0,0.0
0,['Drama'],"['independent film', 'woman director']",en,2.5079119999999997,['Company Pictures'],01/01/2002,97.0,Morvern Callar,7.2,34,2.0,2.0,1.0,0.0
6000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['based on novel', 'time travel', 'sequel', 'psychotronic', 'sword and sandal', 'beastmaster', 'warrior', 'time portal', 'gun fight', 'sword and sorcery']",en,1.478505,"['Les Films 21', 'Republic Pictures']",08/06/1991,107.0,Beastmaster 2: Through the Portal of Time,4.6,17,0.0,0.0,1.0,0.0
6000000,['Drama'],"['american football', 'loss of brother', 'funeral', 'sport', 'prayer', 'gymnasium', 'coach', 'based on true story', 'number in title', 'family relationships', 'auto accident']",en,0.215464,"['McCreary Entertainment', 'Angel City Pictures']",25/03/2011,97.0,The 5th Quarter,4.7,12,0.0,0.0,0.0,0.0
0,['Drama'],"['return', 'suppressed past', 'bourgeoisie', 'mayor elections', 'suspense', 'wealth', 'family conflict']",fr,1.229667,[],09/02/2003,104.0,The Flower of Evil,5.7,10,1.0,1.0,1.0,0.0
6000000,['Drama'],['woman director'],en,6.903186,"['Irish Dreamtime', 'Silverwood Films', 'Tax Credit Finance', 'Oceana Media Finance', 'Barbarian Films']",17/01/2009,99.0,The Greatest,6.2,34,2.0,2.0,2.0,0.0
134005,"['Drama', 'History']","['fan', 'duringcreditsstinger']",en,2.2603150000000003,['IDG China Media'],15/07/2011,104.0,Snow Flower and the Secret Fan,5.3,22,0.0,1.0,1.0,4.0
6000000,"['Drama', 'Romance']","['bar', 'motel', 'one-night stand', 'beer', 'blonde', 'dog', 'woman director']",en,3.427061,"['Firm Films', 'Bold Films', 'Holly Wiersma Productions']",10/01/2006,97.0,Come Early Morning,5.9,10,0.0,0.0,1.0,0.0
0,"['Action', 'Comedy']",[],en,0.669169,[],24/08/2001,107.0,Lucky Break,6.5,11,2.0,2.0,2.0,0.0
0,['Drama'],"['friends', 'playwright']",en,6.077735,['Twentieth Century Fox Film Corporation'],02/10/1977,117.0,Julia,6.3,30,2.0,2.0,1.0,0.0
6000000,['Comedy'],"['surfing', 'sport']",en,2.404626,[],05/09/2008,85.0,"Surfer, Dude",4.7,25,1.0,0.0,1.0,0.0
0,['Documentary'],[],en,0.47574799999999995,[],09/09/2006,152.0,Lake of Fire,8.0,10,2.0,2.0,2.0,0.0
6000000,"['Crime', 'Drama', 'Thriller']","['alcohol', 'sex', 'robbery', 'secret', 'gun', 'ambulance', 'vandalism', 'chase', 'arrest', 'police', 'cops', 'murder', 'crash', 'connected']",en,15.048067000000001,"['Firm Films', 'Media 8 Entertainment', 'MDP Worldwide']",16/05/2003,86.0,11:14,6.8,206,2.0,2.0,2.0,0.0
0,"['Action', 'Thriller']","['asia', 'island', 'mercenary', 'independent film', 'jungle']",en,1.734764,"['Signature Pictures', 'MDP Worldwide', 'Pomarance Corporation']",04/09/1994,103.0,Men of War,5.4,29,1.0,0.0,1.0,0.0
0,"['Crime', 'Mystery', 'Thriller']",['independent film'],en,1.4964540000000002,['Animus Films'],24/04/2009,87.0,Don McKay,5.4,21,1.0,0.0,0.0,0.0
12000000,"['Crime', 'Drama', 'Thriller']","['partner', 'murder', 'on the run', 'fugitive', 'crime', 'family', 'homecoming', 'crime gone awry', 'dishonesty', 'siblings relations', 'chases and races', 'criminal heroes', 'cons and scams', 'murderous pair']",en,10.19041,"['StudioCanal', 'Mutual Film Company', '2929 Productions', 'Magnolia Pictures', 'Madhouse Entertainment']",08/11/2012,95.0,Deadfall,5.6,224,0.0,2.0,1.0,0.0
6000000,"['Drama', 'Family']","['orphan', 'rainbow']",en,12.099486,"['Octagon Films', 'Sepia Films']",01/10/2009,101.0,A Shine of Rainbows,6.3,14,2.0,2.0,2.0,0.0
6000000,"['Action', 'Thriller']",[],en,4.957014,['North by Northwest Entertainment'],02/04/2011,90.0,The Hit List,5.2,73,0.0,0.0,0.0,0.0
0,"['Romance', 'Comedy', 'Drama']",[],en,2.1356889999999997,[],11/10/2009,240.0,Emma,7.6,38,2.0,2.0,2.0,0.0
5952000,"['Horror', 'Mystery', 'Science Fiction']","['suicide', 'tv show', 'hallucination', 'tv station', 'radio presenter', 'toronto', 'dystopia', 'brainwashing', 'pittsburgh']",en,18.119265,"['Universal Pictures', 'Famous Players Ltd', 'Guardian Trust Company', 'Filmplan International II']",04/02/1983,87.0,Videodrome,7.1,454,2.0,2.0,2.0,0.0
5300000,"['Drama', 'Comedy', 'Romance']","['paris', 'barcelona spain', 'alcohol', 'roommate', 'single', 'travel', 'crush', 'student', 'relationship', 'break-up', 'youth', 'celebration', 'group of friends']",fr,13.034602,['Mate Producciones S.A.'],17/05/2002,122.0,The Spanish Apartment,7.0,266,2.0,2.0,1.0,0.0
6000000,['Drama'],['woman director'],en,6.3492180000000005,['Worldview Entertainment'],20/01/2014,86.0,Song One,5.5,87,1.0,0.0,0.0,0.0
4000000,"['Drama', 'History', 'War']","['netherlands', 'world war ii']",nl,5.013575,"['Max TV', 'Prime Time', 'Isabella Films B.V.', 'Fu Works', 'Isabella Films']",17/11/2008,103.0,Winter in Wartime,6.8,66,2.0,2.0,1.0,0.0
0,['Comedy'],"['bomb squad', 'ex-fugitive', 'freaky']",en,4.448353,"['Final Cut Productions', 'The Matthau Company']",22/04/2012,90.0,Freaky Deaky,4.9,18,0.0,0.0,1.0,0.0
5800000,"['Action', 'Drama', 'Thriller', 'War']","['paris', 'france', 'world war ii', 'nazis', 'hijacking of train', 'artwork', 'train ride', 'painting', 'french resistance', 'train crash', 'nazi germany', 'art thief', 'art theft']",en,4.49029,"['Les Productions Artistes Associ?®s', 'Les Films Ariane', 'Dear Film Produzione']",21/09/1964,133.0,The Train,7.2,72,2.0,1.0,1.0,1.0
0,"['Drama', 'Thriller']",[],en,2.204138,[],27/09/2012,91.0,Trade Of Innocents,5.5,12,1.0,0.0,1.0,0.0
6000000,"['Action', 'Crime', 'Drama', 'Thriller']","['buddhism', 'elephant', 'sydney', 'australia', 'fighter', 'tempel', 'gang', 'animal']",th,11.81832,"['The Weinstein Company', 'Sahamongkol Film International', 'Vivendi']",11/08/2005,108.0,The Protector,6.8,167,2.0,2.0,1.0,4.0
0,['Comedy'],"['italy', 'victorian england', 'young woman']",en,0.356495,[],12/06/1998,99.0,Stiff Upper Lips,10.0,1,2.0,2.0,2.0,0.0
3500159,"['Comedy', 'Drama', 'Romance']","['london england', 'tradition', 'indian lead', 'culture clash', 'immigration', 'role of women', 'sikh', ""women's soccer"", 'soccer', 'family', 'woman director']",en,22.054546,"['Fox Searchlight Pictures', 'Kintop Pictures', 'Filmf?Ârderung Hamburg', 'UK Film Council']",11/04/2002,112.0,Bend It Like Beckham,6.2,578,2.0,2.0,1.0,4.0
0,['Drama'],['independent film'],en,4.245123,[],21/06/2002,141.0,Sunshine State,6.0,10,0.0,1.0,1.0,0.0
5800000,"['Action', 'Adventure', 'Drama']","['street gang', 'black people', 'sport', 'high school sports']",en,3.201886,"['360 Pictures', 'Dribble Productions', 'Platinum Equity']",01/09/2006,95.0,Crossover,4.2,10,0.0,1.0,0.0,1.0
0,"['Action', 'Comedy']",[],en,0.11434200000000001,[],07/12/2012,139.0,Khiladi 786,4.7,11,0.0,0.0,1.0,0.0
5600000,"['Thriller', 'Horror']","['religion and supernatural', 'blood sample', 'occult', 'swat team', 'gas mask', 'night vision', 'freezer', 'found footage']",es,22.341462,['Filmax'],15/09/2009,85.0,[REC]??,6.4,489,2.0,2.0,1.0,4.0
0,"['Comedy', 'Music', 'Family']",[],en,0.30592199999999997,[],16/07/2010,105.0,Standing Ovation,3.9,6,0.0,0.0,0.0,0.0
5500000,"['Comedy', 'Crime', 'Drama']","['chicago', 'bet', 'horse race', 'repayment', 'con man', 'mafia boss', 'violence', 'ragtime', 'reference to mutt and jeff', 'off track betting', 'sting operation', 'alley', '1930s', '20th century']",en,28.500913,['Universal Pictures'],25/12/1973,129.0,The Sting,7.9,622,2.0,2.0,1.0,4.0
5500000,"['Drama', 'History']","['underdog', 'scotland', 'jewry', 'patriotism', 'olympic games', 'jew', 'olympian sports team', 'ambition']",en,10.439971,"['Twentieth Century Fox Film Corporation', 'Warner Bros.', 'Enigma Productions', 'The Ladd Company', 'Allied Stars, Ltd.']",15/05/1981,123.0,Chariots of Fire,6.8,207,2.0,1.0,1.0,4.0
0,"['Comedy', 'Drama', 'Romance']",[],en,3.784535,['Lions Gate Films'],25/02/2005,116.0,Diary of a Mad Black Woman,6.4,71,2.0,2.0,2.0,0.0
0,['Drama'],"['letter', 'jumping', 'child prodigy', 'pool', 'pianist', 'concert hall', 'breakdown']",en,10.396305,"['Fine Line Features', 'Australian Film Finance Corporation (AFFC)', 'Film Victoria', 'South Australian Feature Film Company']",21/01/1996,105.0,Shine,7.3,131,2.0,2.0,1.0,0.0
6000000,"['Romance', 'Comedy', 'Drama']","['pornography', 'sex', 'sex addiction', 'male female relationship', 'internet porn', 'male masturbation', 'masturbation']",en,33.296684,"['Voltage Pictures', 'Ram Bergman Productions', 'HitRecord Films']",26/07/2013,90.0,Don Jon,5.9,1671,0.0,0.0,0.0,0.0
5500000,['Western'],"['gunslinger', 'desperation', 'outlaw']",en,19.127239000000007,"['Universal Pictures', 'Malpaso Productions']",19/04/1973,105.0,High Plains Drifter,7.4,278,2.0,2.0,1.0,3.0
7000000,"['Comedy', 'Drama']","['high school friends', 'art class', 'record collector', 'plaster', 'personal ad', 'blues music', 'nunchaku', 'prank telephone call', 'aftercreditsstinger']",en,14.072941,"['United Artists', 'Jersey Films', 'Granada Film Productions', 'Capitol Films', 'Mr. Mudd Production']",20/07/2001,111.0,Ghost World,7.1,426,2.0,2.0,1.0,0.0
0,"['Drama', 'Romance']","['based on novel', 'new love', ""love of one's life"", 'retiree', 'aging', 'alzheimer', 'pflegen', 'love', 'author', 'short-term memory', 'photographic memory']",en,2.714043,"['Miramax Films', 'BBC Films', 'Intermedia Films']",14/12/2001,91.0,Iris,6.2,47,2.0,2.0,1.0,0.0
5500000,"['Comedy', 'Science Fiction']","['android', 'harley davidson', 'cryogenics', 'space travel', 'love', 'parody', 'spaceship', 'space', 'alien', 'motorcycle', 'exercise', 'lasers', 'force field', 'meta film', 'forcefield', 'motorbike', 'cryonics']",en,2.141143,['Marimark Productions'],06/06/1980,95.0,Galaxina,3.3,16,0.0,0.0,1.0,0.0
0,['Drama'],"['penalty', 'choir', 'diary', 'musical', ""boy's choir"", 'dormitory', 'music', 'boarding school', 'children', 'principal', ""boys' boarding school"", '1940s']",fr,20.982454999999998,"['France 2 Cin?®ma', 'Galat?®e Films', 'Path?® Renn Productions', 'Novo Arturo Films', 'Vega Film']",17/03/2004,96.0,The Chorus,7.5,526,2.0,2.0,1.0,0.0
4361898,"['Comedy', 'Romance']","['gay', 'father son relationship', 'sex', 'italo-american', 'lovesickness', 'italian', 'canada', 'new love', 'coming out', 'macho', 'based on play', 'gay relationship', 'family', 'family feud', 'lgbt', 'emigrant']",en,2.080741,['icon'],06/06/2003,92.0,Mambo Italiano,5.6,28,0.0,0.0,1.0,0.0
5000000,"['Crime', 'Drama', 'Mystery', 'Thriller']","['robbery', 'junkie', 'investigation', 'porno star', 'murder', 'los angeles', 'violence', 'drug']",en,7.79068,['Lions Gate Films'],23/10/2003,104.0,Wonderland,6.2,73,1.0,0.0,2.0,0.0
6500000,['Drama'],"['black people', 'italo-american', 'police brutality', 'sun glasses', 'culture clash', 'street war', 'heat', 'restaurant critic', 'radio transmission', 'punk', 'chaos', 'police operation', 'pizzeria', 'pizza', 'money', 'racism', 'hip hop culture']",en,15.580335,"['Universal Pictures', '40 Acres & A Mule Filmworks']",30/06/1989,120.0,Do the Right Thing,7.6,292,2.0,2.0,1.0,4.0
0,['Drama'],"['gambling', 'sex', 'college', 'basketball', 'mafia', 'drug']",en,5.336243,"['Lions Gate Films', 'Worldwide Media']",01/01/2001,99.0,Harvard Man,4.8,15,1.0,0.0,0.0,0.0
3850000,"['Drama', 'Comedy']","['poverty', 'policeman', 'shoe shiner', 'northern france']",fr,10.787322,[],17/05/2011,93.0,Le Havre,6.8,97,2.0,2.0,2.0,0.0
0,"['Drama', 'Thriller', 'Crime', 'Mystery']","['paris', 'prostitute', 'rape', 'sex', 'nudity', 'trauma', 'knife', 'assault', 'police', 'love', 'revenge', 'unsimulated sex', 'cruelty', 'brutality', 'violence', 'drug', 'dark', 'evil', 'boyfriend', 'rape and revenge', 'underpass', 'new french extremism']",fr,32.476098,"['Eskwad', 'StudioCanal', 'Wild Bunch', 'Les Cin?®mas de la Zone', 'Nord-Ouest Productions', 'Canal+', '120 Films']",22/05/2002,97.0,Irreversible,7.1,538,2.0,2.0,2.0,0.0
5500000,"['Comedy', 'Drama']","['dominatrix', 'bdsm']",ja,3.21392,"['Warner Bros.', 'Yoshimoto Kogyo Company']",05/10/2013,100.0,R100,5.4,31,0.0,0.0,1.0,0.0
2200000,['Drama'],"['new delhi india', ""students' movement"", 'war of independence', 'student', 'celebration']",hi,5.206967,"['Flicks Motion Pictures', 'UTV Motion Pictures']",26/01/2006,157.0,Rang De Basanti,7.2,97,2.0,2.0,1.0,4.0
0,['Drama'],[],en,1.5846,[],15/05/2014,90.0,Animals,6.2,9,2.0,2.0,2.0,0.0
8000000,"['Comedy', 'Thriller', 'Action', 'Drama']","['pastor', 'church service', 'spirituality', 'religion']",en,3.6533050000000014,['Mandalay Vision'],15/07/2011,96.0,Salvation Boulevard,5.6,28,1.0,0.0,1.0,0.0
0,['Comedy'],"['independent film', 'ventriloquist dummy', 'multiple storylines', 'sabbath', 'brain scan', 'radiation sickness', 'parachutist', ""rubik's cube""]",en,3.865122,['Ascot Elite Home Entertainment'],03/08/2007,96.0,The Ten,4.9,57,1.0,0.0,0.0,0.0
0,"['Drama', 'Comedy', 'Foreign']","['rejection', 'friendship', 'youth']",en,1.391958,[],23/08/1999,90.0,A Room for Romeo Brass,7.3,18,2.0,2.0,2.0,0.0
0,"['Thriller', 'Crime']","['death of lover', 'art thief', 'art gallery', 'police investigation']",en,20.821846,"['Nordisk Film', 'Yellow Bird Films', 'Friland Produksjon', 'ARD Degeto Film']",04/08/2011,100.0,Headhunters,7.1,399,2.0,2.0,1.0,0.0
0,"['Science Fiction', 'Comedy', 'Thriller', 'Horror']","['monster', 'ireland', 'drunk', 'beheaded']",en,9.451228,"['Irish Film Board', 'Samson Films', 'Forward Films', 'High Treason Productions', 'Nvizible']",10/08/2012,94.0,Grabbers,6.0,140,0.0,0.0,0.0,0.0
0,"['Comedy', 'Drama']","['sport', 'independent film']",en,1.688495,"['Alliance Atlantis Communications', 'Amaze Film + Television', 'Running Miracles Productions']",11/09/2004,95.0,Saint Ralph,7.3,24,2.0,2.0,2.0,0.0
5500000,['Drama'],"['love triangle', 'love', 'irish', 'valet', 'woman director', '19th century']",en,5.0330650000000015,['Maipo Film- og TV Produksjon'],07/09/2014,120.0,Miss Julie,5.9,45,1.0,0.0,1.0,0.0
5100000,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']","['time travel', 'playwright', '1910s']",en,5.9340160000000015,['Rastar Pictures'],02/10/1980,103.0,Somewhere in Time,7.2,102,2.0,1.0,1.0,0.0
0,"['Drama', 'Action', 'Crime', 'Foreign']","['goa', 'drug bust', 'rave party']",hi,0.075817,[],22/04/2011,130.0,Dum Maaro Dum,5.4,7,0.0,0.0,0.0,0.0
5000000,"['Horror', 'Thriller']","['haunted house', 'possession', 'demon', 'family', 'ghost', 'bride in black']",en,48.375848,"['Sony Pictures', 'FilmDistrict']",12/09/2013,106.0,Insidious: Chapter 2,6.5,1211,2.0,2.0,1.0,0.0
4000000,['Horror'],"['riddle', 'serial killer']",en,42.187985999999995,"['Lions Gate Films', 'Got Films', 'Twisted Pictures', 'Evolution Entertainment', 'Saw 2 Productions']",28/10/2005,92.0,Saw II,6.3,1251,2.0,1.0,1.0,4.0
15000000,"['Thriller', 'Science Fiction', 'Drama']","['kidnapping', 'bunker', 'paranoia', 'basement', 'survivalist', 'apocalypse', 'car accident', 'captive']",en,53.698682999999996,"['Paramount Pictures', 'Bad Robot', 'Spectrum Effects']",10/03/2016,103.0,10 Cloverfield Lane,6.8,2468,2.0,2.0,1.0,4.0
5000000,"['Documentary', 'Comedy']","['disgust', 'pain', 'stunts', 'music video', 'stuntman', 'stupidity', 'shocking']",en,14.752587,"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions', 'Lynch Siderow Productions']",21/10/2002,87.0,Jackass: The Movie,6.1,345,2.0,2.0,1.0,4.0
4900000,"['Horror', 'Thriller']","['suicide', 'darkness', 'basement', 'based on short story', 'fear of the dark', 'ghost']",en,48.170508,"['New Line Productions', 'Matter Productions', 'Atomic Monster']",21/07/2016,81.0,Lights Out,6.3,1129,2.0,2.0,2.0,4.0
5000000,['Horror'],"['witch', 'sister sister relationship', 'sequel', 'prequel', 'haunting', 'found footage']",en,29.15813,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",19/10/2011,83.0,Paranormal Activity 3,5.9,669,0.0,0.0,0.0,4.0
5000000,['Horror'],"['death of a friend', 'swimming pool', 'ouija', 'ouija board', 'teenager', 'based on board game', 'ghost', 'spiritualism', 'supernatural horror']",en,56.30466,"['Universal Pictures', 'Dentsu Inc.', 'Platinum Dunes', 'Media Rights Capital', 'Blumhouse Productions', 'Fuji Television Network', 'Hasbro Studios', '5150 Action', 'White Noise Factory']",24/10/2014,89.0,Ouija,4.9,983,0.0,0.0,1.0,4.0
5000000,"['Horror', 'Thriller']","['group therapy', 'nightmare', 'hypnosis', 'trapped', 'alcoholic', 'mental illness', 'catholicism', 'disfigurement', 'sleepwalking', 'mental hospital', 'psychotherapist', 'dreams']",en,17.304054999999998,"['New Line Cinema', 'Smart Egg Pictures']",27/02/1987,96.0,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,2.0,0.0,1.0,4.0
5500000,"['Comedy', 'Drama']","['bachelor', 'vespa']",es,9.59729,"['Filmax', 'Signature Entertainment', 'Pinema', 'Pantelion Films']",20/07/2013,115.0,Instructions Not Included,7.5,205,2.0,2.0,2.0,4.0
5000000,['Horror'],"['garage', 'poltergeist', 'webcam', 'imaginary friend', 'bathtub', 'tricycle', 'found footage', 'laptop computer', 'videotape', 'evil child', 'levitation', 'aftercreditsstinger', 'neighbor neighbor relationship', 'adopted child']",en,20.326337,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",17/10/2012,95.0,Paranormal Activity 4,5.2,563,0.0,0.0,1.0,4.0
4100000,['Drama'],"['crucifixion', 'ancient rome']",en,4.028875,['Twentieth Century Fox Film Corporation'],16/09/1953,135.0,The Robe,6.4,42,2.0,2.0,1.0,4.0
5000000,['Comedy'],"['robbery', 'diamant', ""côte d'azur"", 'inspector', 'panther']",en,6.470766,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']",21/05/1975,113.0,The Return of the Pink Panther,6.7,137,2.0,1.0,1.0,4.0
11000000,"['Horror', 'Thriller', 'Comedy']","['amnesia', 'nightmare', 'alternate dimension', 'psychologist', 'memory loss', 'youth', 'killer', 'disfigurement', 'duringcreditsstinger', 'woman director', 'halfway house', 'dreams', 'memories']",en,16.856231,['New Line Cinema'],05/09/1991,89.0,Freddy's Dead: The Final Nightmare,5.1,272,0.0,0.0,1.0,4.0
8000000,"['Crime', 'Drama']","['female nudity', 'prostitute', 'rape', 'sexual abuse', 'desperation', 'death penalty', 'motel', 'job interview', 'based on true story', 'murder', 'betrayal', 'serial killer', 'poverty', 'prostitution', 'heartbreak', 'mental illness', 'woman director', 'ugly']",en,19.683187,['Newmarket Films'],16/11/2003,110.0,Monster,7.0,485,2.0,2.0,1.0,4.0
5000000,"['Adventure', 'Drama', 'Science Fiction']","['diving', 'ocean', 'submarine', 'jules verne', 'captain', 'atlantis', 'deep sea', 'war ship', 'diving suit', 'harpoon', 'ship', 'war', 'scuba diving', 'underwater', 'scuba', 'captain nemo', 'giant  squid']",en,9.358197,['Walt Disney Productions'],23/12/1954,127.0,"20,000 Leagues Under the Sea",6.8,157,2.0,1.0,1.0,4.0
5000000,"['Horror', 'Thriller']","['supernatural', 'demon', 'found footage']",en,19.984477,"['Blumhouse Productions', 'Room 101', 'Solana Films']",01/01/2014,84.0,Paranormal Activity: The Marked Ones,5.2,449,0.0,0.0,0.0,4.0
5000000,"['Drama', 'History']","['exploitation', 'biography', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']",en,30.271065999999998,['Brooksfilms'],02/10/1980,124.0,The Elephant Man,7.9,719,2.0,2.0,1.0,4.0
5000000,"['Drama', 'History']","['women', 'aids', 'biography', 'based on true story', 'hiv', 'drug', '1980s']",en,59.454473,"['Universal Studios', 'Universal Pictures', 'Voltage Pictures', 'Truth Entertainment']",07/09/2013,117.0,Dallas Buyers Club,7.9,2886,2.0,2.0,1.0,4.0
3300000,"['Thriller', 'Horror']","['terror', 'experiment', 'afterlife', 'paranormal', 'violence', 'death', 'evil', 'researcher', 'possesion']",en,20.304235000000002,"['Lionsgate', 'Blumhouse Productions', 'Chapter One Films']",29/01/2015,83.0,The Lazarus Effect,5.1,505,1.0,0.0,1.0,4.0
